Dnipropetrovsk,17
Zaporozhia,17
Luhansk,17
Kharkiv,17
Donetsk,17
Zakarpatia,31
Volyn,31
Ternopil,31
Rivne,31
Lviv,31
Khmelnytski,31
Ivano-Frankivsk,31
Chernivtsi,31
Odessa,11
Mykolaiv,11
Kherson,11
Cherkasy,39
Chernihiv,39
Kirovohrad,39
Poltava,39
Sumy,39
Vinniytsia,39
Zhytomyr,39
Kiev,28
