Dnipropetrovsk,61
Zaporozhia,61
Luhansk,61
Kharkiv,61
Donetsk,61
Zakarpatia,18
Volyn,18
Ternopil,18
Rivne,18
Lviv,18
Khmelnytski,18
Ivano-Frankivsk,18
Chernivtsi,18
Odessa,67
Mykolaiv,67
Kherson,67
Cherkasy,39
Chernihiv,39
Kirovohrad,39
Poltava,39
Sumy,39
Vinniytsia,39
Zhytomyr,39
Kiev,38
